Date,Adj Close,Volume,Close_-1,Delta,Delta_Class_Numeric,Close_-1_Delta,AVG_Weighted_Future_Return,Gain_Run,Gain_Loss,7-Day_Delta_AVG,30-Day_Delta_AVG,7-Day_High,30-Day_High,365-Day_High,7-Day_Low,30-Day_Low,365-Day_Low,Diff_from_7-Day_High,Diff_from_7-Day_Low,7-Day_AVG_Price,30-Day_AVG_Price,50-Day_AVG_Price,100-Day_AVG_Price,7-Day_AG_to_30-Day_AVG,30-Day_AG_to_50-Day_AVG,50-Day_AG_to_100-Day_AVG,7_to_30_5-Day_AVG,30_to_50_5-Day_AVG,50_to_100_5-Day_AVG,Year,Month
2021-11-27,54815.078125,30560857714,53569.765625,0.023246554945143088,1.0,-0.06468677054472009,0.04165652128220862,0.0,0.0,-0.011040649228778966,-0.0024797256098163484,59697.195313,67566.828125,67566.828125,53569.765625,53569.765625,17108.402344,-0.1026418352800848,0.0,57058.70089314288,61260.90091160005,60664.33382829995,53936.85113290997,-0.068595139084242,0.009833901497848593,0.12472887374927143,-0.06025277855564191,0.01640343946190864,0.1273857120607338,2021,11
2021-11-26,53569.765625,41810748221,57274.679688,-0.06468677054472009,0.0,0.01766606938740789,0.044507082614289435,0.0,0.0,0.001154297677851343,-0.0013624263837533673,59697.195313,67566.828125,67566.828125,56280.42578099999,56280.42578099999,17108.402344,-0.04058005761072094,0.01766606938740789,57708.67410742859,61424.654948066716,60669.05820329995,53849.16535165997,-0.06049656841833157,0.012454400433162906,0.12664806979092297,-0.0542111853545099,0.020517826951284464,0.127826168331386,2021,11
2021-11-25,57274.679688,34284016248,56280.42578099999,0.01766606938740789,1.0,-0.022384387025190598,-0.03941952426270896,0.0,0.0,-0.00947654650574561,-0.0033662904521013707,59697.195313,67566.828125,67566.828125,56280.42578099999,56280.42578099999,17108.402344,-0.057235009351535665,0.0,57661.16796900002,61527.62539076673,60630.793593919945,53723.37214852997,-0.06284099861177055,0.014791688244316764,0.12857386215989766,-0.04689253607572243,0.025083283474504003,0.12751843318750092,2021,11
2021-11-24,56280.42578099999,36635566789,57569.07421900001,-0.022384387025190598,0.0,0.022735855742780014,0.005500351242980698,0.0,0.0,-0.005787797299371991,-0.00146638342859337,60368.01171900001,67566.828125,67566.828125,56289.289063,56289.289063,17108.402344,-0.04636457985445084,0.022735855742780014,58245.108817285734,61752.93867203339,60535.481328299946,53620.61273446996,-0.056804257905482984,0.02011146714322554,0.12895914912558926,-0.03717525929224689,0.03026422260722731,0.12660051475639103,2021,11
2021-11-23,57569.07421900001,37485803899,56289.289063,0.022735855742780014,1.0,-0.04156594059612893,-0.03482848016927592,0.0,0.0,-0.016670270019954744,-0.002475509870420026,60368.01171900001,67566.828125,67566.828125,56289.289063,56289.289063,17108.402344,-0.06756430334306157,0.0,58615.41908514288,61864.99739600006,60366.35789079995,53515.39203133997,-0.05252692875838191,0.024825739990991042,0.12801860547798802,-0.02673204584010015,0.0362669154136968,0.1250557853592339,2021,11
2021-11-22,56289.289063,35036121783,58730.476563,-0.04156594059612893,0.0,-0.01619370466118836,0.01627427175842866,0.0,0.0,-0.014897896123910747,-0.0007047830529735209,63557.87109400001,67566.828125,67566.828125,56942.13671900001,56942.13671900001,17108.402344,-0.07595274114610374,0.031406265149921356,59653.78794671431,62035.14166683339,60204.57117203995,53423.46859383998,-0.03838717307858196,0.0304058389447277,0.1269311551025324,-0.014269553919884654,0.04324352726073672,0.12301811105158555,2021,11
2021-11-21,58730.476563,26123447605,59697.195313,-0.01619370466118836,0.0,0.027144333095587083,-0.046241729802528886,0.0,0.0,-0.010374578631240373,-0.000978314473076451,65466.83984400001,67566.828125,67566.828125,56942.13671900001,56942.13671900001,17108.402344,-0.08813079331075725,0.048383477557151465,60616.125558285734,62100.53463556673,59984.19140639994,53314.097031339974,-0.023903322024394155,0.03528168304926061,0.12510939407149752,-0.0027058974257194077,0.0506865990631327,0.12032588116100765,2021,11
2021-11-20,59697.195313,30624264863,58119.578125,0.027144333095587083,1.0,0.02067785780169207,-0.024468806834915105,0.0,0.0,-0.013554073277505676,-0.0037937693652106276,65466.83984400001,67566.828125,67566.828125,56942.13671900001,56942.13671900001,17108.402344,-0.11222875178499059,0.02067785780169207,61297.887277000016,62184.30052096673,59752.58632825994,53161.40796883997,-0.014254614694392886,0.0406963839079333,0.12398427000434825,0.008909198507794387,0.05862391310141548,0.11732785753007247,2021,11
2021-11-19,58119.578125,38702407772,56942.13671900001,0.02067785780169207,1.0,-0.05674983989777077,0.0036746371307215344,0.0,0.0,-0.018254495302704447,-0.003585225455197739,65466.83984400001,67566.828125,67566.828125,56942.13671900001,56942.13671900001,17108.402344,-0.13021406173435884,0.0,62160.22488857144,62446.74244806673,59466.012656379935,53036.14855477997,-0.0045881906447493015,0.050124931175573005,0.12123550213980358,0.02071437173908469,0.06668036809672964,0.11380702308205529,2021,11
2021-11-18,56942.13671900001,41388338699,60368.01171900001,-0.05674983989777077,0.0,0.0034368574194247135,0.02292960225997856,0.0,0.0,-0.01024687609314215,-0.0004919652007605421,65466.83984400001,67566.828125,67566.828125,60161.24609400001,58482.38671900001,17108.402344,-0.07788413396995982,0.0034368574194247135,63304.199777000016,62690.737630366726,59158.45718761993,52922.577500089974,0.00978553084269558,0.05970879922619063,0.11783023393974637,0.030040296506427644,0.07411174318019535,0.11005281313483121,2021,11
2021-11-17,60368.01171900001,39178392930,60161.24609400001,0.0034368574194247135,1.0,-0.05344145330129926,-0.04413996935667413,0.0,0.0,-0.01495412249844088,-0.0003506737852465339,65466.83984400001,67566.828125,67566.828125,60161.24609400001,58482.38671900001,17108.402344,-0.08104246000941275,0.0,63965.231027000016,62746.00651056672,58771.787812619936,52782.551406339975,0.01943110939224426,0.0676211979567076,0.11347000564964284,0.03593960330409352,0.08043899098447192,0.10631609633513697,2021,11
2021-11-16,60161.24609400001,46844335592,63557.87109400001,-0.05344145330129926,0.0,-0.029159323323820947,-0.01049708923603872,0.0,0.0,-0.00857764293707201,0.0017927892435985436,66971.828125,67566.828125,67566.828125,63557.87109400001,58482.38671900001,16716.111328,-0.050976016730915404,0.0,64938.17131714288,62792.41888036672,58413.27750011993,52618.92011727998,0.034172157643174814,0.07496825324067453,0.11011927591682168,0.03926936450787845,0.08587204077386319,0.1029992708036526,2021,11
